samplename	original_varname	acc_varname	groupid	count	percentage
Roesch_a1	Abies alba	Abies	TRSH	166	3.2982317
Roesch_a1	Acer	Acer campestre-type	TRSH	6	0.11921319
Roesch_a1	Alnus glutinosa T	Alnus glutinosa-type	TRSH	209	4.1525929
Roesch_a1	Betula	Betula	TRSH	392	7.7885953
Roesch_a1	Calluna vulgaris	Calluna vulgaris	TRSH	50	0.99344327
Roesch_a1	Carpinus betulus	Carpinus betulus	TRSH	55	1.0927876
Roesch_a1	Castanea sativa	Castanea sativa	TRSH	22	0.43711504
Roesch_a1	Corylus avellana	Corylus	TRSH	183	3.6360024
Roesch_a1	Fagus sylvatica	Fagus	TRSH	267	5.3049871
Roesch_a1	Fraxinus excelsior	Fraxinus excelsior-type	TRSH	33	0.65567256
Roesch_a1	Hippophaë rhamnoides	Hippophae rhamnoides	TRSH	1	0.019868865
Roesch_a1	Ilex aquifolium	Ilex	TRSH	1	0.019868865
Roesch_a1	Juglans regia	Juglans regia	TRSH	10	0.19868865
Roesch_a1	Juniperus communis	Juniperus communis-type	TRSH	1	0.019868865
Roesch_a1	Larix  decidua T	Larix/Pseudotsuga	TRSH	5	0.099344327
Roesch_a1	Olea europaea	Olea europaea	TRSH	3	0.059606596
Roesch_a1	Picea abies	Picea abies-type	TRSH	654	12.994238
Roesch_a1	Pinus sylvestris T	Pinus sylvestris-type	TRSH	820	16.29247
Roesch_a1	Populus	Populus	TRSH	6	0.11921319
Roesch_a1	Quercus	Quercus	TRSH	180	3.5763958
Roesch_a1	Rosaceae undiff.	Rosaceae	TRSH	4	0.079475462
Roesch_a1	Salix	Salix	TRSH	58	1.1523942
Roesch_a1	Sambucus nigra/racemosa	Sambucus nigra	TRSH	4	0.079475462
Roesch_a1	Sorbus T	Sorbus-type	TRSH	3	0.059606596
Roesch_a1	Taxus baccata	Taxus baccata	TRSH	1	0.019868865
Roesch_a1	Tilia	Tilia	TRSH	5	0.099344327
Roesch_a1	Ulmus	Ulmus/Zelkova	TRSH	9	0.17881979
Roesch_a1	Vaccinium T	Vaccinium-type	TRSH	25	0.49672164
Roesch_a1	Viburnum opulus/tinus	Viburnum opulus/V. tinus	TRSH	1	0.019868865
Roesch_a1	Vitis	Vitis	TRSH	3	0.059606596
Roesch_a1	Alchemilla G	Alchemilla/Aphanes	HERB	1	0.019868865
Roesch_a1	Apiaceae undiff.	Apiaceae	HERB	1	0.019868865
Roesch_a1	Artemisia	Artemisia	HERB	6	0.11921319
Roesch_a1	Eupatorium cannabinum T	Aster-type	HERB	1	0.019868865
Roesch_a1	Cichoriaceae	Asteraceae subf. Cichorioideae	HERB	3	0.059606596
Roesch_a1	Brassicaeae	Brassicaceae	HERB	15	0.29803298
Roesch_a1	Carum carvi	Carum carvi	HERB	1	0.019868865
Roesch_a1	Cerastium fontanum T	Cerastium-type	HERB	1	0.019868865
Roesch_a1	Cerealia T	Cerealia-type	HERB	4	0.079475462
Roesch_a1	Chenopodiaceae	Chenopodiaceae/Amaranthaceae	HERB	8	0.15895092
Roesch_a1	Cyperaceae undiff	Cyperaceae	HERB	60	1.1921319
Roesch_a1	Echium	Echium	HERB	1	0.019868865
Roesch_a1	Filipendula	Filipendula	HERB	6	0.11921319
Roesch_a1	Geum T	Geum-type	HERB	1	0.019868865
Roesch_a1	Heracleum sphondyleum	Heracleum sphondylium	HERB	1	0.019868865
Roesch_a1	Hordeum T	Hordeum-type	HERB	2	0.039737731
Roesch_a1	Humulus/Cannabis	Humulus/Cannabis	HERB	5	0.099344327
Roesch_a1	Achillea T	Matricaria-type	HERB	1	0.019868865
Roesch_a1	Melampyrum	Melampyrum	HERB	3	0.059606596
Roesch_a1	Pimpinella major T	Pimpinella major-type	HERB	1	0.019868865
Roesch_a1	Plantago lanceolata	Plantago lanceolata-type	HERB	25	0.49672164
Roesch_a1	Plantago maior	Plantago major	HERB	1	0.019868865
Roesch_a1	Plantago media	Plantago media	HERB	4	0.079475462
Roesch_a1	Poaceae undiff	Poaceae	HERB	645	12.815418
Roesch_a1	Polygonum bistorta	Polygonum bistorta	HERB	1	0.019868865
Roesch_a1	Potentilla T	Potentilla-type	HERB	2	0.039737731
Roesch_a1	Ranunculaceae undiff.	Ranunculaceae	HERB	4	0.079475462
Roesch_a1	Ranunculus acris T	Ranunculus acris-type	HERB	11	0.21855752
Roesch_a1	Rubiaceae	Rubiaceae	HERB	10	0.19868865
Roesch_a1	Rumex obtusifolius T	Rumex crispus-type	HERB	2	0.039737731
Roesch_a1	Rumex undiff.	Rumex/Oxyria	HERB	28	0.55632823
Roesch_a1	Secale cereale	Secale cereale	HERB	5	0.099344327
Roesch_a1	Senecio T	Senecio-type	HERB	5	0.099344327
Roesch_a1	Silene T	Silene-type	HERB	1	0.019868865
Roesch_a1	Urtica/Parietaria	Urticaceae	HERB	4	0.079475462
Roesch_a1	Xanthium spinosum T	Xanthium	HERB	1	0.019868865
Roesch_a1	Athyrium	Athyrium filix-femina	VACR	18	0.35763958
Roesch_a1	Blechnum spicant	Blechnum spicant	VACR	1	0.019868865
Roesch_a1	Dryopteris dilatata	Dryopteris dilatata	VACR	7	0.13908206
Roesch_a1	DryopterisT	Dryopteris-type	VACR	3	0.059606596
Roesch_a1	Diphasium alpinum T	Lycopodium clavatum-type	VACR	2	0.039737731
Roesch_a1	Lycopodium clavatum T	Lycopodium clavatum-type	VACR	3	0.059606596
Roesch_a1	Polypodiaceae undiff	Monolete fern spores	VACR	858	17.047487
Roesch_a1	Pteridium aquilinum	Pteridium aquilinum	VACR	6	0.11921319
Roesch_a1	Sphagnum	Sphagnum	BRYO	87	1.7285913
Roesch_a1	Caltha T	Caltha-type	HELO	1	0.019868865
Roesch_a1	Charcoal	Charcoal	CHAR	628	
Roesch_a1	indiff	Indeterminable: unknown	INUN	53	
Roesch_a1	Varia	Indeterminable: unknown	INUN	2	
Roesch_a1	Picea Stomata	Picea: stomata	VEMI	1	
