samplename	original_varname	acc_varname	groupid	count	percentage
Montanari_b6	ABIES	Abies	TRSH	44	3.5313002
Montanari_b6	ACER	Acer campestre-type	TRSH	16	1.2841091
Montanari_b6	ALNUS	Alnus	TRSH	60	4.8154093
Montanari_b6	BETULA	Betula	TRSH	2	0.16051364
Montanari_b6	CARPINUS	Carpinus betulus	TRSH	18	1.4446228
Montanari_b6	CASTANEA	Castanea sativa	TRSH	27	2.1669342
Montanari_b6	CORYLUS	Corylus	TRSH	67	5.3772071
Montanari_b6	ERICA carnea	Erica carnea	TRSH	4	0.32102729
Montanari_b6	FAGUS	Fagus	TRSH	28	2.247191
Montanari_b6	FRAXINUS	Fraxinus	TRSH	86	6.9020867
Montanari_b6	OSTRYA	Ostrya/Carpinus orientalis	TRSH	127	10.192616
Montanari_b6	PICEA	Picea	TRSH	27	2.1669342
Montanari_b6	PINUS indiff.	Pinus	TRSH	232	18.619583
Montanari_b6	QUERCUS decid.	Quercus robur-type	TRSH	75	6.0192616
Montanari_b6	ROSACEAE	Rosaceae	TRSH	3	0.24077047
Montanari_b6	TILIA	Tilia	TRSH	59	4.7351525
Montanari_b6	UMBELLIFERAE	Apiaceae	HERB	53	4.2536116
Montanari_b6	ARTEMISIA	Artemisia	HERB	10	0.80256822
Montanari_b6	ASTERACEAE tub.	Asteraceae subf. Asteroideae	HERB	22	1.7656501
Montanari_b6	CEREALIA t.	Cerealia-type	HERB	109	8.7479936
Montanari_b6	CHENOPODIACEAE	Chenopodiaceae/Amaranthaceae	HERB	6	0.48154093
Montanari_b6	LABIATAE	Lamiaceae	HERB	9	0.7223114
Montanari_b6	PLANTAGO	Plantago	HERB	16	1.2841091
Montanari_b6	POACEAE	Poaceae	HERB	95	7.6243981
Montanari_b6	GALIUM	Rubiaceae	HERB	14	1.1235955
Montanari_b6	FILICALES	Monolete fern spores	VACR	37	2.9695024
Montanari_b6	unidentified	Indeterminable: unknown	INUN	3	
Montanari_b6	examined volume (Vg)	Sample volume (ml)	NOPO	0.02	
Montanari_b6	sample volume (Vp)	Sample volume (ml)	NOPO	5	
Montanari_b6	concentration (F.P.A., grains/gram)	Total concentration	NOPO	158833.1	
Montanari_b6	sample weight (Pp)	Weight (g)	NOPO	1.9659	
