samplename	original_varname	acc_varname	groupid	count	percentage
Jiménez-Moreno_a7	Olea eur	Olea europaea	TRSH	17	5.5921053
Jiménez-Moreno_a7	Pinus undiff.	Pinus	TRSH	222	73.026316
Jiménez-Moreno_a7	Quercus evergreen	Quercus ilex-type	TRSH	2	0.65789474
Jiménez-Moreno_a7	Quercus deciduous	Quercus robur-type	TRSH	8	2.6315789
Jiménez-Moreno_a7	Artemisia	Artemisia	HERB	7	2.3026316
Jiménez-Moreno_a7	Tubuliflorae	Asteraceae subf. Asteroideae	HERB	2	0.65789474
Jiménez-Moreno_a7	Liguliflorae	Asteraceae subf. Cichorioideae	HERB	3	0.98684211
Jiménez-Moreno_a7	Campanulaceae	Campanulaceae	HERB	13	4.2763158
Jiménez-Moreno_a7	Caryophyllaceae	Caryophyllaceae (periporate excl. Paronychioideae)	HERB	4	1.3157895
Jiménez-Moreno_a7	Amaranthaceae	Chenopodiaceae/Amaranthaceae	HERB	1	0.32894737
Jiménez-Moreno_a7	Fabaceae	Fabaceae	HERB	1	0.32894737
Jiménez-Moreno_a7	Plantago	Plantago	HERB	7	2.3026316
Jiménez-Moreno_a7	Poaceae	Poaceae	HERB	3	0.98684211
Jiménez-Moreno_a7	Ranunculaceae	Ranunculaceae	HERB	10	3.2894737
Jiménez-Moreno_a7	Saxifraga	Saxifraga	HERB	4	1.3157895
Jiménez-Moreno_a7	Indeterminable	Indeterminable: unknown	INUN	3	
Jiménez-Moreno_a7	Arcella	Arcella	RHIZ	1	
Jiménez-Moreno_a7	Sporormiella	Sporormiella-type	FUNG	6	
Jiménez-Moreno_a7	Testate amoebae	Testate amoebae	NOPO	12	
