SampleName	OriginalSampleName	SiteName	Country	Longitude	Latitude	Elevation	LocationReliability	LocationNotes	AreaOfSite	SampleContext	SiteDescription	VegDescription	SampleType	SampleMethod	AgeBP	AgeUncertainty	ispercent	Notes	EMPD_version	Publication1	DOI1	Publication2	DOI2	Publication3	DOI3	Publication4	DOI4	Publication5	DOI5	Worker1_Role	Worker1_LastName	Worker1_Initials	Worker1_FirstName	Worker1_Address1	Worker1_Address2	Worker1_Email1	Worker1_Email2	Worker1_Phone1	Worker1_Phone2	Worker2_Role	Worker2_LastName	Worker2_Initials	Worker2_FirstName	Worker2_Address1	Worker2_Address2	Worker2_Email1	Worker2_Email2	Worker2_Phone1	Worker2_Phone2	Worker3_Role	Worker3_LastName	Worker3_Initials	Worker3_FirstName	Worker3_Address1	Worker3_Address2	Worker3_Email1	Worker3_Email2	Worker3_Phone1	Worker3_Phone2	Worker4_Role	Worker4_LastName	Worker4_Initials	Worker4_FirstName	Worker4_Address1	Worker4_Address2	Worker4_Email1	Worker4_Email2	Worker4_Phone1	Worker4_Phone2	Temperature	Precipitation	okexcept
Lapteva_b3	027b-Musino	Southern Urals	Russian Federation	56.46487	52.65248	387	A	Author has checked location	0.01	open forest		forest-steppe. LocalVeg: broad-leaved forest	soil	hand picking - multiple samples		B	False		EMPD2	Lapteva E.G., 2013. Subfossil pollen spectra of modern vegetation in the Southern Urals. Vestnik bashkirskogo universiteta 18-1, 77-81 (in Russian)										R/A	Lapteva	E.G.	Elena	Institute of Plant and Animal Ecology, Ural Brach, Russian Academy of Sciences, Yekaterinburg, 620144 Russia		helen_lapteva@mail.ru	lapteva@ipae.uran.ru																																	-14.1,-13.5,-6.7,4.9,13.1,17.7,19.2,16.8,11.2,3.3,-5.7,-11.3,-12.97,3.77,17.9,2.93,2.91	38.0,27.0,27.0,32.0,37.0,52.0,58.0,50.0,40.0,54.0,46.0,46.0,111.0,96.0,160.0,140.0,507.0	
Lapteva_b4	028-Yuldybaevo-3	Southern Urals	Russian Federation	56.82198	52.57528	277	A	Author has checked location	0.01	closed forest		broad-leaved forest	soil	hand picking - multiple samples		B	False		EMPD2	Lapteva E.G., 2013. Subfossil pollen spectra of modern vegetation in the Southern Urals. Vestnik bashkirskogo universiteta 18-1, 77-81 (in Russian)										R/A	Lapteva	E.G.	Elena	Institute of Plant and Animal Ecology, Ural Brach, Russian Academy of Sciences, Yekaterinburg, 620144 Russia		helen_lapteva@mail.ru	lapteva@ipae.uran.ru																																	-13.7,-12.7,-6.2,5.1,12.6,17.2,19.1,16.7,11.1,3.4,-5.8,-11.1,-12.5,3.83,17.67,2.9,2.97	38.0,28.0,28.0,33.0,36.0,53.0,58.0,50.0,43.0,56.0,48.0,47.0,113.0,97.0,161.0,147.0,518.0	
Lapteva_b5	043-Olhkovka	Southern Urals	Russian Federation	60.84237	56.25898	295	A	Author has checked location	0.01	closed forest		coniferous subtaiga. LocalVeg: pine forest	soil	hand picking - multiple samples		B	False		EMPD2	Lapteva E.G., 2013. Subfossil pollen spectra of modern vegetation in the Southern Urals. Vestnik bashkirskogo universiteta 18-1, 77-81 (in Russian)										R/A	Lapteva	E.G.	Elena	Institute of Plant and Animal Ecology, Ural Brach, Russian Academy of Sciences, Yekaterinburg, 620144 Russia		helen_lapteva@mail.ru	lapteva@ipae.uran.ru																																	-14.0,-12.1,-4.9,4.0,10.6,16.1,17.6,14.6,9.3,2.4,-6.6,-11.3,-12.47,3.23,16.1,1.7,2.14	24.0,19.0,16.0,26.0,44.0,65.0,93.0,66.0,47.0,40.0,31.0,26.0,69.0,86.0,224.0,118.0,497.0	
Lapteva_b6	045-Berezovsk	Southern Urals	Russian Federation	60.89792	55.99907	255	A	Author has checked location	0.01	closed forest		deciduous subtaiga. LocalVeg: birch forest	soil	hand picking - multiple samples		B	False		EMPD2	Lapteva E.G., 2013. Subfossil pollen spectra of modern vegetation in the Southern Urals. Vestnik bashkirskogo universiteta 18-1, 77-81 (in Russian)										R/A	Lapteva	E.G.	Elena	Institute of Plant and Animal Ecology, Ural Brach, Russian Academy of Sciences, Yekaterinburg, 620144 Russia		helen_lapteva@mail.ru	lapteva@ipae.uran.ru																																	-13.7,-12.5,-5.4,4.2,10.8,16.1,18.0,15.4,9.9,2.8,-6.6,-11.2,-12.47,3.2,16.5,2.03,2.32	23.0,19.0,16.0,26.0,42.0,63.0,92.0,64.0,45.0,40.0,32.0,27.0,69.0,84.0,219.0,117.0,489.0	
Lapteva_b7	047-Severnoye Chernoye	Southern Urals	Russian Federation	60.04127	55.1144	283	A	Author has checked location	0.01	closed forest		coniferous subtaiga. LocalVeg: pine forest	soil	hand picking - multiple samples		B	False		EMPD2	Lapteva E.G., 2013. Subfossil pollen spectra of modern vegetation in the Southern Urals. Vestnik bashkirskogo universiteta 18-1, 77-81 (in Russian)										R/A	Lapteva	E.G.	Elena	Institute of Plant and Animal Ecology, Ural Brach, Russian Academy of Sciences, Yekaterinburg, 620144 Russia		helen_lapteva@mail.ru	lapteva@ipae.uran.ru																																	-13.3,-11.8,-5.5,3.7,10.4,15.7,17.3,14.7,9.6,2.7,-6.7,-10.7,-11.93,2.87,15.9,1.87,2.17	27.0,21.0,20.0,30.0,47.0,64.0,96.0,68.0,51.0,48.0,38.0,32.0,80.0,97.0,228.0,137.0,542.0	
Lapteva_b1	019a-Ramazanovo	Southern Urals	Russian Federation	57.50363	51.55403	400	A	Author has checked location	0.01	open forest		forest-steppe. LocalVeg: broad-leaved forest	soil	hand picking - multiple samples		B	False		EMPD2	Lapteva E.G., 2013. Subfossil pollen spectra of modern vegetation in the Southern Urals. Vestnik bashkirskogo universiteta 18-1, 77-81 (in Russian)										R/A	Lapteva	E.G.	Elena	Institute of Plant and Animal Ecology, Ural Brach, Russian Academy of Sciences, Yekaterinburg, 620144 Russia		helen_lapteva@mail.ru	lapteva@ipae.uran.ru																																	-14.2,-13.6,-7.3,5.2,13.5,18.3,20.1,17.8,12.0,3.7,-5.8,-11.2,-13.0,3.8,18.73,3.3,3.21	30.0,25.0,25.0,33.0,33.0,50.0,47.0,39.0,34.0,40.0,36.0,37.0,92.0,91.0,136.0,110.0,429.0	
Lapteva_b2	027a-Musino	Southern Urals	Russian Federation	56.46487	52.65248	387	A	Author has checked location	0.01	natural grassland		forest-steppe. LocalVeg: herb-bunchgrass steppe	soil	hand picking - multiple samples		B	False		EMPD2	Lapteva E.G., 2013. Subfossil pollen spectra of modern vegetation in the Southern Urals. Vestnik bashkirskogo universiteta 18-1, 77-81 (in Russian)										R/A	Lapteva	E.G.	Elena	Institute of Plant and Animal Ecology, Ural Brach, Russian Academy of Sciences, Yekaterinburg, 620144 Russia		helen_lapteva@mail.ru	lapteva@ipae.uran.ru																																	-14.1,-13.5,-6.7,4.9,13.1,17.7,19.2,16.8,11.2,3.3,-5.7,-11.3,-12.97,3.77,17.9,2.93,2.91	38.0,27.0,27.0,32.0,37.0,52.0,58.0,50.0,40.0,54.0,46.0,46.0,111.0,96.0,160.0,140.0,507.0	
Lapteva_b8	049-Suleya	Southern Urals	Russian Federation	58.88462	55.07712	636	A	Author has checked location	0.01	closed forest		deciduous subtaiga. LocalVeg: birch forest	soil	hand picking - multiple samples		B	False		EMPD2	Lapteva E.G., 2013. Subfossil pollen spectra of modern vegetation in the Southern Urals. Vestnik bashkirskogo universiteta 18-1, 77-81 (in Russian)										R/A	Lapteva	E.G.	Elena	Institute of Plant and Animal Ecology, Ural Brach, Russian Academy of Sciences, Yekaterinburg, 620144 Russia		helen_lapteva@mail.ru	lapteva@ipae.uran.ru																																	-13.4,-12.0,-6.9,2.5,9.5,14.7,16.1,13.5,8.7,1.4,-6.7,-11.2,-12.2,1.7,14.77,1.13,1.35	31.0,25.0,26.0,37.0,51.0,70.0,98.0,76.0,59.0,57.0,44.0,36.0,92.0,114.0,244.0,160.0,610.0	
Lapteva_b9	050-Mezhevoy	Southern Urals	Russian Federation	58.7785	55.1512	284	A	Author has checked location	0.01	natural grassland		forest-steppe. LocalVeg: forb meadow	soil	hand picking - multiple samples		B	False		EMPD2	Lapteva E.G., 2013. Subfossil pollen spectra of modern vegetation in the Southern Urals. Vestnik bashkirskogo universiteta 18-1, 77-81 (in Russian)										R/A	Lapteva	E.G.	Elena	Institute of Plant and Animal Ecology, Ural Brach, Russian Academy of Sciences, Yekaterinburg, 620144 Russia		helen_lapteva@mail.ru	lapteva@ipae.uran.ru																																	-14.9,-14.1,-6.5,3.8,10.8,15.5,17.7,15.2,10.1,2.4,-5.9,-11.7,-13.57,2.7,16.13,2.2,1.87	28.0,21.0,20.0,30.0,46.0,65.0,88.0,70.0,55.0,54.0,41.0,32.0,81.0,96.0,223.0,150.0,550.0	
Lapteva_b10	070-Novobelokatay	Southern Urals	Russian Federation	58.90905	55.72775	280	A	Author has checked location	0.01	natural grassland		forest-steppe. LocalVeg: herb-bunchgrass steppe	soil	hand picking - multiple samples		B	False		EMPD2	Lapteva E.G., 2013. Subfossil pollen spectra of modern vegetation in the Southern Urals. Vestnik bashkirskogo universiteta 18-1, 77-81 (in Russian)										R/A	Lapteva	E.G.	Elena	Institute of Plant and Animal Ecology, Ural Brach, Russian Academy of Sciences, Yekaterinburg, 620144 Russia		helen_lapteva@mail.ru	lapteva@ipae.uran.ru																																	-14.4,-13.3,-5.9,3.9,10.9,15.9,17.7,14.8,9.7,2.1,-6.5,-11.8,-13.17,2.97,16.13,1.77,1.92	31.0,24.0,21.0,31.0,45.0,67.0,85.0,72.0,59.0,55.0,44.0,34.0,89.0,97.0,224.0,158.0,568.0	
